phase,op_name,magnitude,probability,seed,fold_idx,val_acc,val_loss,top5_acc,train_acc,train_loss,epochs_run,best_epoch,early_stopped,runtime_sec,timestamp,error,stable_score
PhaseA,GaussianBlur,0.0763,0.3667,42,0,37.5,2.502511,68.0,57.9889,1.597193,40,39,False,51.78,2025-12-27T05:05:02,,36.6667
PhaseA,GaussianBlur,0.0371,0.6695,42,0,37.5,2.529234,67.2,59.6778,1.539956,40,40,False,58.74,2025-12-27T05:06:01,,36.9333
PhaseA,GaussianBlur,0.2724,0.418,42,0,34.7,2.609864,65.7,50.4556,1.870507,40,37,False,52.52,2025-12-27T05:06:53,,34.2333
PhaseA,GaussianBlur,0.4645,0.5617,42,0,32.8,2.710668,64.1,52.5778,1.808923,40,39,False,56.11,2025-12-27T05:07:50,,32.4667
PhaseA,GaussianBlur,0.2298,0.276,42,0,35.2,2.562343,66.3,56.9444,1.654799,40,39,False,49.19,2025-12-27T05:08:39,,34.8
PhaseA,GaussianBlur,0.2407,0.5476,42,0,35.1,2.591017,65.4,58.4778,1.588184,40,40,False,56.15,2025-12-27T05:09:35,,34.7333
PhaseA,GaussianBlur,0.4439,0.2903,42,0,35.5,2.590556,66.0,55.9556,1.689171,40,40,False,49.35,2025-12-27T05:10:24,,34.7
PhaseA,GaussianBlur,0.2616,0.6854,42,0,33.0,2.566855,66.5,56.9222,1.658132,40,40,False,58.16,2025-12-27T05:11:23,,32.9
PhaseA,GaussianBlur,0.0578,0.4017,42,0,37.3,2.520092,66.6,60.0333,1.515563,40,40,False,50.49,2025-12-27T05:12:13,,36.8667
PhaseA,GaussianBlur,0.0813,0.5795,42,0,37.2,2.488715,67.7,60.4222,1.517281,40,40,False,56.4,2025-12-27T05:13:10,,37.0667
PhaseA,GaussianBlur,0.3474,0.3827,42,0,33.9,2.61187,65.2,55.9111,1.682152,40,40,False,52.57,2025-12-27T05:14:02,,33.6
PhaseA,GaussianBlur,0.4205,0.472,42,0,33.8,2.649933,65.1,54.2444,1.749645,40,40,False,50.94,2025-12-27T05:14:53,,33.3333
PhaseA,GaussianBlur,0.1547,0.241,42,0,37.4,2.484324,68.2,60.6111,1.500997,40,40,False,46.52,2025-12-27T05:15:40,,36.4
PhaseA,GaussianBlur,0.1656,0.6422,42,0,36.0,2.540885,66.5,56.8333,1.634333,40,39,False,58.09,2025-12-27T05:16:38,,35.7667
PhaseA,GaussianBlur,0.3998,0.4454,42,0,33.6,2.636222,64.7,52.3667,1.820438,40,38,False,53.36,2025-12-27T05:17:32,,33.5333
PhaseA,GaussianBlur,0.3322,0.5342,42,0,35.7,2.616002,63.8,56.0889,1.699089,40,40,False,54.64,2025-12-27T05:18:26,,34.8333
PhaseA,GaussianBlur,0.0984,0.3032,42,0,38.9,2.471172,66.9,58.8667,1.571324,40,40,False,49.27,2025-12-27T05:19:16,,38.0667
PhaseA,GaussianBlur,0.0126,0.4848,42,0,37.1,2.521728,68.1,56.4333,1.628257,40,38,False,54.22,2025-12-27T05:20:10,,36.8333
PhaseA,GaussianBlur,0.3087,0.2275,42,0,36.0,2.555578,66.3,55.4444,1.691461,40,39,False,48.27,2025-12-27T05:20:58,,35.7667
PhaseA,GaussianBlur,0.4858,0.6231,42,0,31.4,2.751213,61.7,51.2222,1.867006,40,38,False,57.91,2025-12-27T05:21:56,,31.2667
PhaseA,GaussianBlur,0.189,0.3394,42,0,37.3,2.528045,66.4,58.8444,1.561032,40,40,False,50.73,2025-12-27T05:22:47,,36.7333
PhaseA,RandomErasing,0.1622,0.5072,42,0,36.4,2.548844,65.8,50.3444,1.873693,40,39,False,44.67,2025-12-27T05:23:32,,35.5333
PhaseA,RandomErasing,0.3373,0.2557,42,0,36.1,2.479303,68.2,52.1,1.810999,40,40,False,42.98,2025-12-27T05:24:15,,34.9333
PhaseA,RandomErasing,0.2063,0.3989,42,0,36.2,2.509466,68.9,51.5444,1.831449,40,40,False,43.37,2025-12-27T05:24:59,,35.1
PhaseA,RandomErasing,0.0316,0.1133,42,0,37.3,2.50788,67.5,54.2333,1.72189,40,38,False,42.21,2025-12-27T05:25:41,,37.0667
PhaseA,RandomErasing,0.0986,0.4198,42,0,37.9,2.45281,69.8,54.8444,1.713488,40,40,False,44.38,2025-12-27T05:26:25,,37.4667
PhaseA,RandomErasing,0.2321,0.2172,42,0,37.2,2.449351,68.8,54.2889,1.742877,40,39,False,42.38,2025-12-27T05:27:08,,36.8333
PhaseA,RandomErasing,0.2703,0.5584,42,0,35.6,2.54174,67.2,48.1111,1.950564,40,40,False,44.36,2025-12-27T05:27:52,,34.9667
PhaseA,RandomErasing,0.1365,0.3294,42,0,36.5,2.485391,67.4,55.2667,1.711534,40,40,False,43.27,2025-12-27T05:28:36,,35.9333
PhaseA,RandomErasing,0.1046,0.3576,42,0,36.0,2.516373,67.9,53.8667,1.747582,40,40,False,43.19,2025-12-27T05:29:19,,35.2
PhaseA,RandomErasing,0.3008,0.155,42,0,37.1,2.480558,67.5,56.3,1.662552,40,40,False,41.17,2025-12-27T05:30:00,,36.3667
PhaseA,RandomErasing,0.2668,0.4957,42,0,36.5,2.511365,67.9,49.1,1.932953,40,39,False,42.43,2025-12-27T05:30:43,,36.0667
PhaseA,RandomErasing,0.0703,0.2667,42,0,37.3,2.489658,68.8,55.6889,1.686015,40,39,False,41.17,2025-12-27T05:31:24,,37.1667
PhaseA,RandomErasing,0.0445,0.5695,42,0,35.8,2.574803,66.2,51.8444,1.824593,40,40,False,43.11,2025-12-27T05:32:07,,35.3667
PhaseA,RandomErasing,0.1998,0.318,42,0,35.5,2.545605,66.3,52.5778,1.809189,40,40,False,41.76,2025-12-27T05:32:49,,34.5667
PhaseA,RandomErasing,0.3266,0.4617,42,0,35.1,2.545195,66.9,48.3444,1.973586,40,40,False,42.99,2025-12-27T05:33:32,,34.8333
PhaseA,RandomErasing,0.1717,0.176,42,0,36.5,2.51834,69.2,54.8667,1.712653,40,39,False,40.87,2025-12-27T05:34:13,,35.8333
PhaseA,RandomErasing,0.1788,0.4476,42,0,35.7,2.532247,67.4,48.0556,1.973836,40,38,False,42.67,2025-12-27T05:34:56,,35.4
PhaseA,RandomErasing,0.313,0.1903,42,0,38.0,2.498114,67.0,53.3,1.773812,40,40,False,40.99,2025-12-27T05:35:37,,37.2333
PhaseA,RandomErasing,0.1926,0.5854,42,0,36.4,2.516738,67.0,50.5111,1.906882,40,40,False,43.79,2025-12-27T05:36:21,,35.8333
PhaseA,RandomErasing,0.0581,0.3017,42,0,36.4,2.549038,67.3,54.6,1.723621,40,40,False,41.79,2025-12-27T05:37:03,,35.8667
PhaseA,RandomErasing,0.0737,0.4795,42,0,36.9,2.523861,66.4,53.8222,1.768613,40,40,False,43.0,2025-12-27T05:37:46,,36.4
PhaseA,RandomErasing,0.2493,0.2827,42,0,35.7,2.510672,68.9,52.6556,1.801908,40,40,False,41.55,2025-12-27T05:38:27,,35.4
PhaseA,RandomErasing,0.2975,0.372,42,0,35.9,2.552476,67.8,48.9222,1.945127,40,39,False,42.06,2025-12-27T05:39:09,,34.8667
PhaseA,RandomErasing,0.1221,0.141,42,0,36.5,2.510629,68.3,57.4,1.614132,40,40,False,40.63,2025-12-27T05:39:50,,36.2667
PhaseA,RandomErasing,0.1293,0.5422,42,0,37.5,2.531765,67.5,50.2222,1.884845,40,39,False,43.17,2025-12-27T05:40:33,,36.5667
PhaseA,RandomErasing,0.2839,0.3454,42,0,37.1,2.506293,67.1,50.9333,1.860672,40,39,False,41.69,2025-12-27T05:41:15,,36.7333
PhaseA,RandomErasing,0.2393,0.4342,42,0,35.8,2.478846,68.0,49.9333,1.893298,40,40,False,42.3,2025-12-27T05:41:58,,35.2667
PhaseA,RandomErasing,0.085,0.2032,42,0,36.5,2.496966,67.5,56.6556,1.642933,40,40,False,41.54,2025-12-27T05:42:39,,35.9
PhaseA,RandomErasing,0.0283,0.3848,42,0,38.9,2.466842,68.8,55.6889,1.689862,40,40,False,42.53,2025-12-27T05:43:22,,37.8
PhaseA,RandomErasing,0.2238,0.1275,42,0,37.9,2.525504,67.6,53.6111,1.767032,40,38,False,40.58,2025-12-27T05:44:02,,37.6333
PhaseA,RandomErasing,0.3407,0.5231,42,0,35.2,2.638455,65.4,42.1667,2.197557,40,37,False,43.04,2025-12-27T05:44:46,,35.0667
PhaseA,RandomErasing,0.1447,0.2394,42,0,36.6,2.511733,67.7,55.4889,1.700749,40,40,False,41.53,2025-12-27T05:45:27,,36.0667
PhaseA,GaussianNoise,0.1838,0.7886,42,0,36.8,2.54358,67.1,56.6556,1.645933,40,39,False,41.3,2025-12-27T05:46:09,,36.6667
PhaseA,GaussianNoise,0.3854,0.4868,42,0,36.2,2.564738,66.6,57.7889,1.613277,40,40,False,40.64,2025-12-27T05:46:49,,35.6667
PhaseA,GaussianNoise,0.2345,0.6587,42,0,38.4,2.47129,67.6,59.5778,1.539068,40,40,False,41.55,2025-12-27T05:47:31,,37.8667
PhaseA,GaussianNoise,0.0333,0.3159,42,0,38.2,2.511358,67.9,57.7778,1.59132,40,39,False,41.26,2025-12-27T05:48:12,,37.7
PhaseA,GaussianNoise,0.1105,0.6838,42,0,37.1,2.491114,68.2,59.9556,1.518754,40,40,False,41.09,2025-12-27T05:48:53,,36.6
PhaseA,GaussianNoise,0.2642,0.4406,42,0,37.7,2.56163,66.0,55.3444,1.68425,40,38,False,40.83,2025-12-27T05:49:34,,37.3667
PhaseA,GaussianNoise,0.3082,0.8501,42,0,35.5,2.544654,66.3,58.5667,1.588905,40,40,False,42.35,2025-12-27T05:50:17,,35.1333
PhaseA,GaussianNoise,0.1541,0.5752,42,0,36.4,2.510786,67.2,58.0222,1.619218,40,39,False,42.8,2025-12-27T05:51:00,,35.8333
PhaseA,GaussianNoise,0.1174,0.6091,42,0,38.0,2.531315,68.7,57.8,1.607803,40,39,False,43.35,2025-12-27T05:51:43,,37.1667
PhaseA,GaussianNoise,0.3434,0.366,42,0,37.5,2.47543,68.5,59.9111,1.532819,40,40,False,41.17,2025-12-27T05:52:24,,37.0667
PhaseA,GaussianNoise,0.3042,0.7748,42,0,37.5,2.512493,66.7,59.2222,1.574407,40,40,False,40.16,2025-12-27T05:53:05,,36.6
PhaseA,GaussianNoise,0.078,0.5,42,0,38.1,2.450801,69.1,59.7889,1.537595,40,39,False,41.15,2025-12-27T05:53:46,,37.9667
PhaseA,GaussianNoise,0.0482,0.8634,42,0,36.5,2.48102,67.7,61.0,1.5046,40,40,False,43.05,2025-12-27T05:54:29,,36.3
PhaseA,GaussianNoise,0.2271,0.5616,42,0,38.0,2.466607,68.2,60.4333,1.510714,40,40,False,40.31,2025-12-27T05:55:09,,37.7667
PhaseA,GaussianNoise,0.373,0.734,42,0,37.8,2.499385,68.0,56.0111,1.658321,40,38,False,40.75,2025-12-27T05:55:50,,37.3333
PhaseA,GaussianNoise,0.1947,0.3912,42,0,36.4,2.515102,67.4,59.8333,1.545889,40,40,False,39.94,2025-12-27T05:56:30,,35.9333
PhaseA,GaussianNoise,0.2029,0.7171,42,0,37.3,2.486503,67.9,58.8889,1.575118,40,39,False,43.17,2025-12-27T05:57:13,,36.5667
PhaseA,GaussianNoise,0.3574,0.4083,42,0,37.6,2.568564,66.5,58.1667,1.595942,40,40,False,40.3,2025-12-27T05:57:54,,37.0333
PhaseA,GaussianNoise,0.2188,0.8825,42,0,36.3,2.519746,66.9,58.6444,1.560279,40,40,False,40.62,2025-12-27T05:58:35,,35.9333
PhaseA,GaussianNoise,0.0639,0.5421,42,0,37.0,2.508435,67.3,58.8778,1.55329,40,39,False,39.65,2025-12-27T05:59:14,,36.2667
PhaseA,GaussianNoise,0.0818,0.7554,42,0,36.8,2.523566,67.1,57.0333,1.644544,40,38,False,41.7,2025-12-27T05:59:56,,36.6
PhaseA,GaussianNoise,0.284,0.5193,42,0,38.5,2.49228,67.4,58.9444,1.557287,40,40,False,41.53,2025-12-27T06:00:38,,37.7333
PhaseA,GaussianNoise,0.3396,0.6263,42,0,37.5,2.500879,68.7,60.2333,1.530509,40,40,False,41.98,2025-12-27T06:01:20,,37.3333
PhaseA,GaussianNoise,0.1375,0.3492,42,0,37.5,2.497905,68.1,60.7667,1.490672,40,40,False,41.59,2025-12-27T06:02:01,,37.1667
PhaseA,GaussianNoise,0.1459,0.8307,42,0,37.8,2.515639,67.2,58.4444,1.599737,40,39,False,43.13,2025-12-27T06:02:45,,37.1667
PhaseA,GaussianNoise,0.3239,0.5945,42,0,36.5,2.501681,68.0,57.4778,1.595311,40,39,False,41.8,2025-12-27T06:03:27,,36.3333
PhaseA,GaussianNoise,0.2725,0.701,42,0,36.9,2.48266,69.2,58.1222,1.588582,40,40,False,42.79,2025-12-27T06:04:09,,36.6333
PhaseA,GaussianNoise,0.0948,0.4239,42,0,37.4,2.450984,70.4,60.1667,1.519047,40,40,False,41.66,2025-12-27T06:04:51,,36.9333
PhaseA,GaussianNoise,0.0295,0.6418,42,0,38.1,2.459954,68.3,60.4333,1.533781,40,39,False,42.79,2025-12-27T06:05:34,,38.0
PhaseA,GaussianNoise,0.2546,0.333,42,0,37.3,2.529234,67.0,59.6111,1.545045,40,40,False,41.95,2025-12-27T06:06:16,,36.3333
PhaseA,GaussianNoise,0.3892,0.8077,42,0,37.4,2.528007,68.8,58.3778,1.587514,40,40,False,42.95,2025-12-27T06:06:59,,36.9
PhaseA,GaussianNoise,0.1636,0.4673,42,0,37.8,2.483437,68.6,58.3889,1.564501,40,39,False,41.8,2025-12-27T06:07:41,,37.2333
