shot,method,fold_idx,seed,data_seed,val_acc,val_loss,top5_acc,train_acc,train_loss,epochs_run,best_epoch,runtime_sec,epoch_time_avg,timestamp,error
200,Baseline,3,42,42,36.55,2.9515058994293213,65.1,45.75555555555555,2.6151602268218994,200,199,592.8734283447266,2.957629768848419,2026-01-24T15:28:52.419627,
200,RandAugment,3,42,42,28.7,3.2183175086975098,59.35,25.70555555555556,3.36712646484375,200,200,1216.3826701641085,6.0752581536769865,2026-01-24T15:49:08.811631,
200,SAS,3,42,42,34.2,3.028308153152466,63.05,40.422222222222224,2.7906503677368164,200,195,794.0354189872742,3.9634650361537935,2026-01-24T16:02:22.856779,
50,Baseline,4,42,42,31.6,3.308216094970703,55.2,93.0,1.3273611068725586,200,194,150.48379015922546,0.7457331085205078,2026-01-24T16:04:53.351770,
50,RandAugment,4,42,42,26.8,3.336334228515625,55.4,31.91111111111111,3.132849931716919,200,195,305.4553737640381,1.5206955325603486,2026-01-24T16:09:58.817036,
50,SAS,4,42,42,31.8,3.2906947135925293,55.4,76.24444444444444,1.8048570156097408,200,186,203.2071597576141,1.0094078934192658,2026-01-24T16:13:22.034930,
20,Baseline,4,42,42,16.5,4.0194854736328125,33.5,43.61111111111112,2.683518409729004,200,167,62.00280952453613,0.3033835732936859,2026-01-24T16:14:24.047850,
20,RandAugment,4,42,42,11.5,3.967494010925293,34.0,14.11111111111111,3.839876413345337,200,177,123.70464992523192,0.6118896186351777,2026-01-24T16:16:27.762167,
20,SAS,4,42,42,18.5,3.950643539428711,34.5,47.333333333333336,2.652414321899414,200,175,85.12916803359985,0.4189853596687317,2026-01-24T16:17:52.901872,
200,Baseline,4,42,42,35.95,2.9519927501678467,65.75,42.66111111111111,2.703052043914795,200,198,592.3526787757874,2.9551026999950407,2026-01-24T16:27:45.265507,
200,RandAugment,4,42,42,30.8,3.15333104133606,61.15,26.383333333333333,3.3447585105896,200,200,1215.6425590515137,6.071540237665176,2026-01-24T16:48:00.918443,
200,SAS,4,42,42,35.8,2.952256202697754,65.35,42.577777777777776,2.721971273422241,200,198,794.5372076034546,3.965980998277664,2026-01-24T17:01:15.465733,
100,Baseline,0,42,42,38.8,2.9720230102539062,63.7,69.73333333333333,1.9534772634506226,200,198,292.98414397239685,1.4579085052013396,2026-01-24T17:15:44.032852,
100,RandAugment,0,42,42,30.6,3.138141393661499,60.4,32.94444444444444,3.0953595638275146,200,194,598.4986417293549,2.985933563709259,2026-01-24T17:25:42.542752,
100,SAS,0,42,42,39.1,2.922863245010376,64.8,64.92222222222222,2.0522987842559814,200,195,389.876788854599,1.9427239680290223,2026-01-24T17:32:12.429910,
100,Baseline,1,42,42,36.5,2.9992287158966064,64.5,74.84444444444445,1.806388258934021,200,199,292.4908299446106,1.4559116888046264,2026-01-24T17:37:04.931491,
100,RandAugment,1,42,42,31.1,3.0971391201019287,62.7,34.044444444444444,3.070155620574951,200,199,595.9190766811371,2.972998023033142,2026-01-24T17:47:00.859842,
100,SAS,1,42,42,36.6,2.946685791015625,64.5,63.06666666666667,2.0984396934509277,200,191,391.4174094200134,1.9505293309688567,2026-01-24T17:53:32.286372,
100,Baseline,2,42,42,33.9,3.004098415374756,64.1,67.57777777777778,1.9943034648895264,200,196,289.2515940666199,1.4397186172008514,2026-01-24T17:58:21.549406,
100,RandAugment,2,42,42,31.6,3.168213367462158,61.4,29.433333333333334,3.231738567352295,200,194,600.6272664070129,2.9965821635723113,2026-01-24T18:08:22.185900,
100,SAS,2,42,42,38.6,2.8771145343780518,67.7,64.12222222222222,2.069369316101074,200,192,389.8991618156433,1.9428434681892395,2026-01-24T18:14:52.094214,
100,Baseline,3,42,42,32.9,3.0823285579681396,60.9,68.64444444444445,1.9625247716903687,200,194,292.6082389354706,1.4563152694702148,2026-01-24T18:19:44.711592,
100,RandAugment,3,42,42,31.4,3.119002342224121,60.1,32.44444444444444,3.0755937099456787,200,197,599.214691400528,2.98942298412323,2026-01-24T18:29:43.936073,
100,SAS,3,42,42,36.7,2.998091697692871,63.1,52.62222222222222,2.3724963665008545,200,184,389.9985785484314,1.9434827518463136,2026-01-24T18:36:13.945150,
100,Baseline,4,42,42,35.3,3.055516242980957,62.5,69.31111111111112,1.9527944326400757,200,196,290.8408088684082,1.4475979328155517,2026-01-24T18:41:04.794797,
100,RandAugment,4,42,42,30.0,3.1577038764953613,59.7,32.34444444444444,3.1180243492126465,200,197,599.2759187221527,2.98971156835556,2026-01-24T18:51:04.078937,
100,SAS,4,42,42,36.0,3.0413594245910645,62.8,63.922222222222224,2.087190628051758,200,193,392.09537267684937,1.9539528632164,2026-01-24T18:57:36.185498,
